timestamp,model_name,dataset_type,accuracy,weighted_f1,weighted_precision,weighted_recall,roc_auc_ovr,training_time,memory_usage,per_class_f1,cohens_kappa,matthews_corrcoef,log_loss,confidence_mean,confidence_std,cv_stability,prediction_entropy,individual_contribution,ensemble_diversity,marginal_improvement,computational_overhead
2025-08-16T16:16:25.618300,lightgbm_solo,train,0.9524968789013732,0.953630652164501,0.9593968363874911,0.9524968789013732,0.9953984338378236,1.4097132682800293,0,0.0,0.8945011561048892,0.899230397909059,0.2218457848421043,0.842282743900499,0.1292795513379315,0.0,0.4317853768561296,0.0,0.0,0.0,0.0
2025-08-16T16:16:25.618300,lightgbm_solo,test,0.8292134831460675,0.8320721511296644,0.8369389728750376,0.8292134831460675,0.8949954904433741,1.4097132682800293,0,0.0,0.612990998016512,0.6146447259104948,0.4513905233984692,0.8025466299789118,0.15238450436801274,0.0,0.4925727702092084,0.0,0.0,0.0,0.0
2025-08-16T16:16:50.912332,lightgbm_xgboost_ensemble,train,0.9707240948813982,0.9708378584507411,0.9711165502505412,0.9707240948813982,0.9964120607540632,5.280532360076904,0,0.0,0.931196680582189,0.9312984339403543,0.18615202749958737,0.8511370190916684,0.12500362283472657,0.0,0.4148571062989439,0.0,0.0,0.0,0.0
2025-08-16T16:16:50.912332,lightgbm_xgboost_ensemble,test,0.8461922596754058,0.8401416550785201,0.8386961344402221,0.8461922596754058,0.8976960638323193,5.280532360076904,0,0.0,0.6173695857303181,0.619965081577926,0.40487127151388597,0.81962367012963,0.14595180452712933,0.0,0.46544561660691436,0.0,0.0,0.0,0.0
2025-08-16T16:17:02.435678,lightgbm_randomforest,train,0.9436329588014981,0.9451800602332517,0.9529218298899641,0.9436329588014981,0.9934398868363623,2.2576904296875,0.10000000000000853,0.0,0.8761296677411756,0.882345879923187,0.5201213814034559,0.6142941635630045,0.0799938884396537,0.0,0.9036458524957115,0.0,0.0,0.0,0.0
2025-08-16T16:17:02.435678,lightgbm_randomforest,test,0.8164794007490637,0.8211668774054035,0.8293469974006263,0.8164794007490637,0.8946349468718011,2.2576904296875,0.10000000000000853,0.0,0.5916280897113461,0.5946065222084056,0.6384246380952651,0.595194678494204,0.08891286468314459,0.0,0.9190611369749747,0.0,0.0,0.0,0.0
2025-08-16T16:18:24.912628,xgboost_randomforest,train,0.9535580524344569,0.9525517705515555,0.9541871777905382,0.9535580524344569,0.992744421155333,4.620100498199463,0,0.0,0.8853739649772632,0.8876708110791122,0.4871996717818626,0.6297135052643759,0.07273925950236859,0.0,0.8893692936586934,0.0,0.0,0.0,0.0
2025-08-16T16:18:24.912628,xgboost_randomforest,test,0.8454431960049937,0.8312134562922139,0.836173057818387,0.8454431960049937,0.8918430380259069,4.620100498199463,0,0.0,0.5881687184348153,0.6017905359311019,0.5930157534571501,0.6201422043391173,0.07693117207867305,0.0,0.8983489887217813,0.0,0.0,0.0,0.0
2025-08-16T16:18:44.104753,xgboost_solo,train,0.9555555555555556,0.9543951416385926,0.9566743477788966,0.9555555555555556,0.9953492535595412,3.7321672439575195,0,0.0,0.8895077054790373,0.8926843006328692,0.17264017603062715,0.8757818937301636,0.12412533909082413,0.0,0.3568992018699646,0.0,0.0,0.0,0.0
2025-08-16T16:18:44.104753,xgboost_solo,test,0.8471910112359551,0.8316548582626974,0.8398914333964737,0.8471910112359551,0.8942696428816292,3.7321672439575195,0,0.0,0.5877095022811671,0.6045898294850014,0.4038302493402072,0.857370138168335,0.1375867873430252,0.0,0.39172860980033875,0.0,0.0,0.0,0.0
2025-08-16T16:20:29.639736,lightgbm_advancedsvm,train,0.9613607990012485,0.9614828779560407,0.96171948784135,0.9613607990012485,0.991666184823215,30.095968008041382,0,0.0,0.908963675438085,0.9090195959353888,0.30446805197084786,0.7582090500268953,0.1279549977910269,0.0,0.5921100213276845,0.0,0.0,0.0,0.0
2025-08-16T16:20:29.639736,lightgbm_advancedsvm,test,0.8421972534332085,0.8315075457965337,0.8318442266168561,0.8421972534332085,0.8836594233016312,30.095968008041382,0,0.0,0.5906493466167391,0.5985866590577488,0.46610243438394067,0.7410767290609804,0.13523696379545588,0.0,0.6169631163292796,0.0,0.0,0.0,0.0
2025-08-16T16:22:14.497848,lightgbm_advancedsvm_randomforest,train,0.9548064918851435,0.9550205505685722,0.9553999788140806,0.9548064918851435,0.9898062423050872,31.700498580932617,0,0.0,0.8939805336644402,0.8941052197678863,0.47772256494378157,0.6339683574734387,0.08810931344378711,0.0,0.8573351265374135,0.0,0.0,0.0,0.0
2025-08-16T16:22:14.497848,lightgbm_advancedsvm_randomforest,test,0.8367041198501872,0.827995836464932,0.8267440750166677,0.8367041198501872,0.882866065591129,31.700498580932617,0,0.0,0.5841749390495686,0.5891672317210199,0.5850567300722155,0.6225590920416791,0.09236971497872086,0.0,0.8682692467384131,0.0,0.0,0.0,0.0
2025-08-16T16:26:32.847857,xgboost_advancedsvm_randomforest,train,0.9211610486891386,0.9165302033769738,0.9253396023085319,0.9211610486891386,0.9869977700102769,31.66092014312744,0.29999999999999716,0.0,0.7941400054623977,0.8061086611715936,0.4655014675140301,0.653011071649406,0.0900129203443434,0.0,0.8355923857283297,0.0,0.0,0.0,0.0
2025-08-16T16:26:32.847857,xgboost_advancedsvm_randomforest,test,0.8392009987515605,0.8171722676942528,0.8352739523987087,0.8392009987515605,0.8743338721766292,31.66092014312744,0.29999999999999716,0.0,0.5468080631413484,0.57669920647944,0.56802529632467,0.6502822518102966,0.0865315520305467,0.0,0.8411650872283649,0.0,0.0,0.0,0.0
2025-08-16T16:26:36.889014,logisticregression_solo,train,0.6380774032459425,0.6635129744174632,0.7884282964216114,0.6380774032459425,0.8314315534559387,0.2528395652770996,0,0.0,0.38868747266059456,0.44123906684804404,0.76134618736744,0.6379934653102517,0.1422394486105392,0.0,0.7857758523949685,0.0,0.0,0.0,0.0
2025-08-16T16:26:36.889014,logisticregression_solo,test,0.5423220973782772,0.5765303162701879,0.6872290345859832,0.5423220973782772,0.6841857171802075,0.2528395652770996,0,0.0,0.22000422660870123,0.2480934315584222,0.909156173307657,0.6361517812830457,0.14062114570981235,0.0,0.7907193512400986,0.0,0.0,0.0,0.0
2025-08-16T16:27:09.478697,knn_solo,train,0.8017478152309613,0.7727450660698357,0.7947647095085266,0.8017478152309613,0.8638852590129859,0.002756357192993164,0,0.0,0.4206689505824587,0.45666384887256145,0.4272679517904612,0.7824094881398252,0.16891424475827918,0.0,0.448775209809869,0.0,0.0,0.0,0.0
2025-08-16T16:27:09.478697,knn_solo,test,0.7225967540574282,0.680048267058239,0.6747885289340371,0.7225967540574282,0.644216178094306,0.002756357192993164,0,0.0,0.1766080371462786,0.19481797784213062,3.231181580673817,0.7778277153558052,0.16920988534738385,0.0,0.455717461859092,0.0,0.0,0.0,0.0
2025-08-16T16:27:12.428130,ridge_solo,train,0.6380774032459425,0.6635129744174632,0.7884282964216114,0.6380774032459425,0.8314315534559387,0.24374747276306152,0,0.0,0.38868747266059456,0.44123906684804404,0.76134618736744,0.6379934653102517,0.1422394486105392,0.0,0.7857758523949685,0.0,0.0,0.0,0.0
2025-08-16T16:27:12.428130,ridge_solo,test,0.5423220973782772,0.5765303162701879,0.6872290345859832,0.5423220973782772,0.6841857171802075,0.24374747276306152,0,0.0,0.22000422660870123,0.2480934315584222,0.909156173307657,0.6361517812830457,0.14062114570981235,0.0,0.7907193512400986,0.0,0.0,0.0,0.0
2025-08-16T16:27:16.213723,sgd_solo,train,0.7725967540574282,0.7690096437390899,0.7664266333337897,0.7725967540574282,0.8023600632867476,0.6638567447662354,0,0.0,0.44748309537145714,0.4479996645948355,0.6433134539451659,0.6072133591887117,0.10644912353198736,0.0,0.8247995506786542,0.0,0.0,0.0,0.0
