model_name,accuracy_test,accuracy_train,weighted_f1_test,weighted_f1_train,weighted_precision_test,weighted_precision_train,weighted_recall_test,weighted_recall_train,roc_auc_ovr_test,roc_auc_ovr_train,training_time_test,training_time_train,memory_usage_test,memory_usage_train,cohens_kappa_test,cohens_kappa_train,matthews_corrcoef_test,matthews_corrcoef_train,log_loss_test,log_loss_train,confidence_mean_test,confidence_mean_train,confidence_std_test,confidence_std_train,prediction_entropy_test,prediction_entropy_train,ensemble_size,ensemble_type,family,is_ensemble,is_boosting,is_parametric,overfit_gap_f1,underfit_score_f1,brier_approx,z_time,z_mem,complexity_score,co2_proxy,cluster,tradeoff_score,complexity_reason
xgboost_randomforest_naivebayes_stacking_ridge,0.4716604244694132,0.5748439450686642,0.5234768679759891,0.6104692129588611,0.7428589892730216,0.8349562440709128,0.4716604244694132,0.5748439450686642,0.8059899974588591,0.9777165618345484,41.49104309082031,41.49104309082031,2.5999999999999943,2.5999999999999943,0.2035320382075452,0.3539632915094208,0.2548840224136066,0.4411252286723884,0.858019035519026,0.7252477164465905,0.512070808094063,0.5308466921108007,0.112413243108259,0.1268934801428571,0.9333682059538396,0.9119028546363048,4,stacking,mixed,True,False,False,0.086992344982872,0.5234768679759891,1.2378598075316303,-0.20362936270506338,0.775846659501382,1.3222172967963186,54.860174836804006,0,-31.974079644794966,High time/memory with marginal F1 gain
knn_naivebayes_logisticregression_weighted,0.4459425717852684,0.5859550561797753,0.4959078623686152,0.6223188125093814,0.6577373136524591,0.8275735961146456,0.4459425717852684,0.5859550561797753,0.6490817683760702,0.896633107210029,4.468343019485474,4.468343019485474,2.8999999999999915,2.8999999999999915,0.1278196263512051,0.3600075656682003,0.1541392828429012,0.4421922588814714,0.9575312964360712,0.7545203193466172,0.5605734112960318,0.5706451045456061,0.1406240858637208,0.1422149245655532,0.8417231390528026,0.8239234219624201,3,weighted,mixed,True,False,False,0.12641095014076614,0.4959078623686152,1.3814256528642999,-0.2380930182132008,0.9360241240130028,1.1979311057998019,5.352767094425059,0,-3.6788170662591306,High time/memory with marginal F1 gain
tabflex_xgboost,0.8169787765293384,0.8561173533083646,0.7763030736292205,0.8326859017445081,0.8414305386196925,0.879515218641678,0.8169787765293384,0.8561173533083646,0.8942700916501146,0.995349260917152,479.0399520397186,479.0399520397186,2.5,2.5,0.4234297666745228,0.571892558331191,0.5072807910524932,0.632437937439574,0.5078294432238609,0.3702188439442584,0.7661164402961731,0.7591918706893921,0.1229000687599182,0.1376159191131591,0.6335340142250061,0.6317945718765259,2,none,mixed,True,False,False,0.05638282811528761,0.7763030736292205,0.7326430193564676,0.20367574569927166,0.7224541713308443,1.176129917030116,563.413219046585,3,-352.17631675554713,High time/memory with marginal F1 gain
logisticregression_naivebayes_knn_voting,0.4459425717852684,0.5859550561797753,0.4959078623686152,0.6223188125093814,0.6577373136524591,0.8275735961146456,0.4459425717852684,0.5859550561797753,0.6490817683760702,0.896633107210029,4.444747686386108,4.444747686386108,2.299999999999997,2.299999999999997,0.1278196263512051,0.3600075656682003,0.1541392828429012,0.4421922588814714,0.9575312964360712,0.7545203193466172,0.5605734112960318,0.5706451045456061,0.1406240858637208,0.1422149245655532,0.8417231390528026,0.8239234219624201,3,voting,mixed,True,False,False,0.12641095014076614,0.4959078623686152,1.3814256528642999,-0.23811498261422961,0.6156691949897611,0.8775542123755316,3.9005070551345273,0,-3.1965673918513438,High time/memory with marginal F1 gain
neuralnetwork_solo,0.7802746566791511,0.8270287141073658,0.7411557769546582,0.7977413595304542,0.7635867096953095,0.832180057200026,0.7802746566791511,0.8270287141073658,0.7619383170399431,0.8727604616369916,9.347808361053469,9.347808361053469,3.0999999999999943,3.0999999999999943,0.338352199607224,0.4891342362444385,0.3793658647018843,0.5365263164159089,0.5813173857167903,0.471497444531379,0.8036690938249715,0.8107608446938332,0.1268582437883648,0.1245030830663624,0.5230120695170329,0.5109270624356476,1,none,neural_networks,False,False,False,0.056585582575796045,0.7411557769546582,0.8386637095561501,-0.23355082619933693,1.042809100354086,0.8092582741547492,7.564791261395464,0,-6.375706655851167,High time/memory with marginal F1 gain
ngboost_advancedsvm_randomforest,0.813732833957553,0.8132334581772784,0.7700533203426844,0.7688062998993027,0.8313992612132659,0.8331503587301345,0.813732833957553,0.8132334581772784,0.8420382116071353,0.9121139444295018,1183.5212976932526,1183.5212976932526,0.0,0.0,0.427640233631244,0.4269255822627448,0.4922866115606875,0.4902135697312785,0.6263834420141099,0.5925994885009517,0.6245076319868547,0.6238162670964914,0.0799257996336942,0.0814203473658747,0.8813719171217368,0.8814977928324242,3,none,mixed,True,False,False,-0.0012470204433816523,0.7688062998993027,0.9036802854887159,0.859462664582336,-0.6123580329326753,0.7471046316496607,884.2142431626459,4,-767.8334441588129,High time/memory with marginal F1 gain
mixture_of_experts_parametric,0.7238451935081148,1.0,0.7274073624343216,1.0,0.7316059388315237,1.0,0.7238451935081148,1.0,0.7607243588987618,1.0,1652.186618089676,1652.186618089676,0.0,0.0,0.3659692017277812,1.0,0.3664045992658249,1.0,0.9353106630389928,0.6333276628628347,0.5131828096478316,0.5559537437830046,0.1476459347488569,0.1835678368156492,0.9760243716205894,0.9138761243155016,1,parametric,other,True,False,True,0.2725926375656784,0.7274073624343216,1.3493680552569232,1.295733388209513,-0.6123580329326753,0.6833753552768377,1129.0636171206693,4,-1051.1786251065375,High time/memory with marginal F1 gain
adaboost_naivebayes_weighted,0.1927590511860174,0.2636704119850187,0.1958417114544749,0.2300777178576546,0.5811472489035218,0.7910810886309817,0.1927590511860174,0.2636704119850187,0.7453212911147903,0.8330417843486833,42.52688503265381,42.52688503265381,2.299999999999997,2.299999999999997,-0.0011679370543398,0.1075868177163935,-0.0019116832883477,0.1855876518635519,1.450718117270051,1.3533025899322113,0.6607956758923283,0.6612171528397225,0.012112071149137,0.0119883665732054,0.8742475362023179,0.8736248716186638,2,weighted,mixed,True,False,False,0.0342360064031797,0.1958417114544749,2.092943833513276,-0.20266511915244714,0.6156691949897611,0.663004075837314,28.19549810931434,0,-27.396700426735297,High time/memory with marginal F1 gain
deepgbm_advancedsvm,0.7932584269662921,0.8669787765293383,0.7540753908025829,0.8472336669027926,0.7849049553257358,0.8807902727330599,0.7932584269662921,0.8669787765293383,0.7850750259178231,0.932508006739132,1128.820701599121,1128.820701599121,0.4000000000000057,0.4000000000000057,0.3711553395020466,0.6178762179176824,0.4214334245847426,0.6607748194777855,0.6430101238310673,0.5520727652000216,0.6431497375534724,0.6448623505342755,0.0870137423242593,0.0851884683023242,0.8609687925897109,0.8596585856717522,2,none,mixed,True,False,False,0.09315827610020966,0.7540753908025829,0.9276675168924791,0.8085430261916846,-0.3987880802505092,0.6597549459411753,744.7450409608077,4,-712.7252836009195,High time/memory with marginal F1 gain
deepgbm_advancedsvm_weighted,0.7897627965043695,0.8739076154806492,0.7546531559854246,0.8577748437093207,0.7720636336645257,0.8852903849809034,0.7897627965043695,0.8739076154806492,0.785990710037864,0.93357967632079,826.4291212558746,826.4291212558746,0.8999999999999915,0.8999999999999915,0.3750149425511034,0.6430690030195592,0.4143728504147973,0.6800261095083688,0.6426305262557271,0.5490279689832168,0.6447147214504743,0.644833882925519,0.0850090998909988,0.0853065435508693,0.859875151384168,0.8595024299428929,2,weighted,mixed,True,False,False,0.10312168772389607,0.7546531559854246,0.9271198733530024,0.5270530421162156,-0.13182563939781286,0.6452274027184027,533.2347154387799,3,-519.3768505597079,High time/memory with marginal F1 gain
xgboost_randomforest_naivebayes_voting,0.4716604244694132,0.5748439450686642,0.5234768679759891,0.6104692129588611,0.7428589892730216,0.8349562440709128,0.4716604244694132,0.5748439450686642,0.8059899974588591,0.9777165618345484,94.07799077033997,94.07799077033997,1.5999999999999943,1.5999999999999943,0.2035320382075452,0.3539632915094208,0.2548840224136066,0.4411252286723884,0.858019035519026,0.7252477164465905,0.512070808094063,0.5308466921108007,0.112413243108259,0.1268934801428571,0.9333682059538396,0.9119028546363048,3,voting,mixed,True,False,False,0.086992344982872,0.5234768679759891,1.2378598075316303,-0.15467727532193296,0.24192177779597418,0.5872445024740413,55.24678288368574,0,-58.04487509393114,High time/memory with marginal F1 gain
deepgbm_cv,0.7875156054931336,0.8642322097378277,0.7539593763763107,0.842238231942049,0.7703182266587868,0.8779265869904084,0.7875156054931336,0.8642322097378277,0.7263710330901909,0.8100026084626212,833.0032062530518,833.0032062530518,1.2000000000000028,1.2000000000000028,0.3772720196802399,0.6089138043488143,0.4108573268940582,0.65269224719768,0.7595901717744854,0.6922397445574766,0.5497931241989136,0.5546654462814331,0.049638282507658,0.0449259616434574,0.9929028749465942,0.9897000789642334,1,none,advanced_ensemble,False,False,False,0.08827885556573833,0.7539593763763107,1.095856973927046,0.5331727200486025,0.028351825113815576,0.5615245451624181,467.75174651008086,3,-509.65799305216575,High time/memory with marginal F1 gain
lightgbm_randomforest_naivebayes,0.3852684144818976,0.4677902621722846,0.4150353144818787,0.4824623217864387,0.7384427305160822,0.8229768843424081,0.3852684144818976,0.4677902621722846,0.811123153222776,0.9797641145076584,5.401461839675903,5.401461839675903,1.6000000000000014,1.6000000000000014,0.1597533842936257,0.2690527311377406,0.2234086588388117,0.3748197897636743,0.909206010115552,0.7698535411745523,0.5254959608673965,0.5488398387946939,0.1153601199120774,0.1354521388574413,0.9328301778419744,0.903528528948674,3,none,mixed,True,False,False,0.06742700730456003,0.4150353144818787,1.3117070019401476,-0.23722439746146634,0.24192177779597795,0.5046973803345116,2.72610364046126,0,-3.3109163334483256,High time/memory with marginal F1 gain
deepgbm_parametric,0.7732833957553059,0.9019350811485642,0.7643531193168143,0.8943824747798713,0.7592141619772786,0.9031874525170952,0.7732833957553059,0.9019350811485642,0.753529200427179,0.8174335740939461,19.64392960071564,19.64392960071564,2.5,2.5,0.4268424845242081,0.7406004615167154,0.4296771936632644,0.7551676931261315,0.8705091096575563,0.7269440812401545,0.5203557988462877,0.5375635512230329,0.1446458406979644,0.1661804039179108,0.969900076415702,0.939763006808852,1,parametric,advanced_ensemble,True,False,True,0.13002935546305705,0.7643531193168143,1.2558791755516234,-0.22396638274194378,0.7224541713308443,0.4984877885889005,9.792259025856783,0,-11.766063486212364,High time/memory with marginal F1 gain
deepgbm_solo,0.7845193508114856,0.8810861423220974,0.7565478369981755,0.8673008585345838,0.7648461851090202,0.890586669782169,0.7845193508114856,0.8810861423220974,0.7272169032141048,0.7725384770975738,399.11899399757385,399.11899399757385,1.7999999999999972,1.7999999999999972,0.3820405820733009,0.667438224602364,0.4081510232623861,0.6999986191493299,0.7646034187278006,0.6706782913292373,0.5695025324821472,0.5754368305206299,0.0253745764493942,0.0068140788935124,0.9802327752113342,0.9758914709091188,1,none,advanced_ensemble,False,False,False,0.11075302153640831,0.7565478369981755,1.1030895604453455,0.12927900098487474,0.34870675413705726,0.477985755121932,190.77319372943617,3,-237.49758790767598,High time/memory with marginal F1 gain
mixture_of_experts_xgboost_advancedsvm,0.8027465667915106,0.99250936329588,0.7806004157912524,0.992467416591947,0.7862198290594492,0.9925849118254224,0.8027465667915106,0.99250936329588,0.8502547866747605,0.9999987376209976,1057.605283498764,1057.605283498764,0.0,0.0,0.4492289518664801,0.9820883587301472,0.4707734282990716,0.9822468687433242,0.4856673695081708,0.1770140021355631,0.8155066158118012,0.8470473450790722,0.1374917597174236,0.1113338878150801,0.4786227821049673,0.4338650076832502,2,none,mixed,True,False,False,0.21186700080069465,0.7806004157912524,0.7006699055110258,0.7422500861427501,-0.6123580329326753,0.3798920532100748,401.7758426341687,4,-608.3772098604245,High time/memory with marginal F1 gain
knn_parametric,0.4004993757802746,0.5242821473158552,0.4221144594072872,0.5353938433931736,0.6737478222984487,0.8257512244129037,0.4004993757802746,0.5242821473158552,0.6521271891094154,0.8634821911380118,38.63548016548157,38.63548016548157,2.200000000000003,2.200000000000003,0.1438767140374319,0.3169808904791286,0.1921247265662717,0.4201057217189594,1.0112695216283127,0.8767262587780538,0.5098873497096189,0.5118652523581673,0.123462595665302,0.128464007118496,0.978921660629766,0.9747983807697826,1,parametric,instance_based,True,False,True,0.11327938398588644,0.4221144594072872,1.458953523855321,-0.20628754638024274,0.5622767068192235,0.35598916043898077,13.753812147266677,0,-22.306388052786833,High time/memory with marginal F1 gain
