model_name,accuracy_test,accuracy_train,weighted_f1_test,weighted_f1_train,weighted_precision_test,weighted_precision_train,weighted_recall_test,weighted_recall_train,roc_auc_ovr_test,roc_auc_ovr_train,training_time_test,training_time_train,memory_usage_test,memory_usage_train,cohens_kappa_test,cohens_kappa_train,matthews_corrcoef_test,matthews_corrcoef_train,log_loss_test,log_loss_train,confidence_mean_test,confidence_mean_train,confidence_std_test,confidence_std_train,prediction_entropy_test,prediction_entropy_train,ensemble_size,ensemble_type,family,is_ensemble,is_boosting,is_parametric,overfit_gap_f1,underfit_score_f1,brier_approx,z_time,z_mem,complexity_score,co2_proxy,cluster,tradeoff_score
ablation_voting_vs_stacking,0.8451935081148564,0.967478152309613,0.8395461431425876,0.967659021972358,0.8378733588684454,0.9681089152452976,0.8451935081148564,0.967478152309613,0.897632204445679,0.9956651302082872,5.796798944473267,5.796798944473267,0.0,0.0,0.6174215776633735,0.923849667794698,0.6194864471973972,0.9240486882107992,0.5255708085066934,0.3834315244975911,0.6744901142289106,0.6955810536912879,0.1041202814814469,0.0914697961634814,0.8059782617490403,0.7842504398913033,1,stacking,other,True,False,False,0.1281128788297704,0.8395461431425876,0.7582383990686096,-0.23685638643679585,-0.6123580329326753,-0.8492144193694712,-4.922725249832428,0,-1.07430827912756
xgboost_parametric,0.8344569288389513,0.962047440699126,0.8362825999621534,0.962836417608226,0.8389827709498775,0.9668435814469176,0.8344569288389513,0.962047440699126,0.8902928580438418,0.9995055809114544,82.34166932106018,82.34166932106018,0.0,0.0,0.6191851960210649,0.9147917932302684,0.6199005599026719,0.9180848040119264,0.5986778081635075,0.325540174159531,0.7237248941063475,0.7552014702960861,0.1335407401312382,0.1390852286963499,0.7105112612856637,0.6496761620761662,1,parametric,tree_boosting,True,True,True,0.12655381764607265,0.8362825999621534,0.8637095049277664,-0.1656023709681555,-0.6123580329326753,-0.7779604039008308,-64.05855832288063,0,-27.52284039599181
lightgbm_solo,0.8292134831460675,0.9524968789013732,0.8320721511296644,0.953630652164501,0.8369389728750376,0.9593968363874912,0.8292134831460675,0.9524968789013732,0.8949954904433741,0.9953984338378236,1.4097132682800293,1.4097132682800293,0.0,0.0,0.612990998016512,0.8945011561048892,0.6146447259104948,0.899230397909059,0.4513905233984692,0.2218457848421043,0.8025466299789118,0.842282743900499,0.1523845043680127,0.1292795513379315,0.4925727702092084,0.4317853768561296,1,none,tree_boosting,False,True,False,0.12155850103483667,0.8320721511296644,0.6512188696112451,-0.24094023254034008,-0.6123580329326753,-0.8532982654730155,-1.2029058866376448,0,0.36779669431717865
xgboost_solo,0.8471910112359551,0.9555555555555556,0.8316548582626974,0.9543951416385926,0.8398914333964737,0.9566743477788966,0.8471910112359551,0.9555555555555556,0.8942696428816292,0.9953492535595412,3.73216724395752,3.73216724395752,0.0,0.0,0.5877095022811671,0.8895077054790373,0.6045898294850014,0.8926843006328692,0.4038302493402072,0.1726401760306271,0.857370138168335,0.8757818937301636,0.1375867873430252,0.1241253390908241,0.3917286098003387,0.3568992018699646,1,none,tree_boosting,False,True,False,0.12274028337589526,0.8316548582626974,0.5826038980840705,-0.23877830881254516,-0.6123580329326753,-0.8511363417452205,-3.1765831748033455,0,-0.39911212875539337
gradientclassifier_cv,0.846441947565543,0.882521847690387,0.8315838333532751,0.8737505587966052,0.8389861154268018,0.8841344137026281,0.846441947565543,0.882521847690387,0.8889350094408385,0.9750579890851492,109.45262885093688,109.45262885093688,5.299999999999997,5.299999999999997,0.5850961577334508,0.6866254250407797,0.6021736042471755,0.7024562364200149,0.4183925615667246,0.2810210276805591,0.8429095449441896,0.8400512166348871,0.1383101179908138,0.1424550894972635,0.4482344855466783,0.4477840825255308,1,none,traditional_boosting,False,True,False,0.04216672544333011,0.8315838333532751,0.6036128737171439,-0.14036534698199438,2.217443840105985,2.0770784931239907,227.3417014021634,0,-100.95307087254784
lightgbm_cv,0.8289637952559301,0.9274032459425716,0.8314828853888542,0.929097928880028,0.8353170908874833,0.9347135322279864,0.8289637952559301,0.9274032459425716,0.8949032444905011,0.9843306735205942,4.424327373504639,4.424327373504639,0.0,0.0,0.609649955927016,0.8381584535797824,0.6107629197102519,0.8420224574292329,0.4559434401238892,0.294732843716279,0.7778387387817643,0.7940263526303947,0.1495672845470188,0.1439574417224935,0.5532855772674842,0.5255889765506366,1,none,tree_boosting,False,True,False,0.09761504349117378,0.8314828853888542,0.657787339992589,-0.2381339914554854,-0.6123580329326753,-0.8504920243881607,-3.762855144447914,0,-0.6281097724738824
gradientclassifier_solo,0.8439450686641697,0.8957553058676654,0.8301518909094002,0.8894825771721321,0.8338596090420886,0.8965603974657318,0.8439450686641697,0.8957553058676654,0.893109941148171,0.9786439532025653,66.94156789779663,66.94156789779663,0.0,0.0,0.58406674672525,0.7280935871760719,0.597534493904075,0.7388440803664256,0.4125783057214723,0.2611278947786108,0.8463362483783836,0.8442593984250393,0.1391695441593021,0.1434879491337458,0.4356214510434767,0.433345162298403,1,none,traditional_boosting,False,True,False,0.05933068626273186,0.8301518909094002,0.5952246756427387,-0.17993800260007595,-0.6123580329326753,-0.7922960355327513,-53.03753885777076,0,-22.033124286434763
gradientboost_solo,0.8439450686641697,0.8957553058676654,0.8301518909094002,0.8894825771721321,0.8338596090420886,0.8965603974657318,0.8439450686641697,0.8957553058676654,0.893109941148171,0.9786439532025653,126.81124544143675,126.81124544143675,0.0,0.0,0.58406674672525,0.7280935871760719,0.597534493904075,0.7388440803664256,0.4125783057214723,0.2611278947786108,0.8463362483783836,0.8442593984250393,0.1391695441593021,0.1434879491337458,0.4356214510434767,0.433345162298403,1,none,traditional_boosting,False,True,False,0.05933068626273186,0.8301518909094002,0.5952246756427387,-0.12420657463097343,-0.6123580329326753,-0.7365646075636487,-93.4046752332294,0,-43.89453578316309
gradientboost_cv,0.8459425717852684,0.8787765293383271,0.8300147506942467,0.8687550418721485,0.8391280963907068,0.8809726960893982,0.8459425717852684,0.8787765293383271,0.8902929765178658,0.9714059415419588,203.29132223129272,203.29132223129272,1.0999999999999943,1.0999999999999943,0.5809722499896984,0.6739601622144304,0.5998845115311658,0.6919528887975078,0.4197326790039202,0.2979827973854644,0.8388071764176761,0.8365448812159701,0.1377234296792348,0.1399222306478302,0.4622386404196328,0.4630344392756891,1,none,traditional_boosting,False,True,False,0.03874029117790179,0.8300147506942467,0.6055462544979948,-0.05301287415416051,-0.02504066305672976,-0.07805353721089027,-15.867606784431292,0,-97.97212500806586
lightgbm_parametric,0.8252184769038702,0.9619225967540574,0.8290095373584934,0.9626940744034854,0.835167407449702,0.966711525130378,0.8252184769038702,0.9619225967540574,0.8922886241577109,0.9994351384592058,16.94133758544922,16.94133758544922,0.2000000000000028,0.2000000000000028,0.6068246324262602,0.9145251045703416,0.6088911024651728,0.9178803849797024,0.5127162339918537,0.2495387025408735,0.7796821008305211,0.8075770221072952,0.1271759504485093,0.1154501224125676,0.6044280214976914,0.558905263941119,1,parametric,tree_boosting,True,True,True,0.13368453704499206,0.8290095373584934,0.7396931681633128,-0.22648216900317597,-0.5055730565915922,-0.7320552255947682,-12.401994707993154,0,-5.221260313767486
