model_name,accuracy_test,accuracy_train,weighted_f1_test,weighted_f1_train,weighted_precision_test,weighted_precision_train,weighted_recall_test,weighted_recall_train,roc_auc_ovr_test,roc_auc_ovr_train,training_time_test,training_time_train,memory_usage_test,memory_usage_train,cohens_kappa_test,cohens_kappa_train,matthews_corrcoef_test,matthews_corrcoef_train,log_loss_test,log_loss_train,confidence_mean_test,confidence_mean_train,confidence_std_test,confidence_std_train,prediction_entropy_test,prediction_entropy_train,ensemble_size,ensemble_type,family,is_ensemble,is_boosting,is_parametric,overfit_gap_f1,underfit_score_f1,brier_approx,z_time,z_mem,complexity_score,co2_proxy,cluster,tradeoff_score
lightgbm_adaboost_gradientboost_voting,0.8459425717852684,0.9512484394506866,0.8404519638695059,0.9514948125462344,0.8390818577529078,0.951968425051709,0.8459425717852684,0.9512484394506866,0.8984945101091284,0.9904857073351192,59.48262596130371,59.48262596130371,3.200000000000003,3.200000000000003,0.6185975677517818,0.8857095011941492,0.620780900967492,0.8858670885395723,0.5383590123066804,0.421486766866736,0.6643199396920368,0.6739144838421761,0.099554405536129,0.0960795641806597,0.8325678801298935,0.8209272876472045,3,voting,mixed,True,False,False,0.11104284867672842,0.8404519638695059,0.7766878772727283,-0.18688137531085036,1.0962015885246312,1.409320213213781,83.83006710230013,0,-46.62687443724238
lightgbm_xgboost_ensemble,0.8461922596754058,0.9707240948813982,0.8401416550785201,0.9708378584507412,0.8386961344402221,0.9711165502505412,0.8461922596754058,0.9707240948813982,0.8976960638323193,0.9964120607540632,5.280532360076904,5.280532360076904,0.0,0.0,0.6173695857303181,0.931196680582189,0.619965081577926,0.9312984339403544,0.4048712715138859,0.1861520274995873,0.81962367012963,0.8511370190916684,0.1459518045271293,0.1250036228347265,0.4654456166069143,0.4148571062989439,2,voting,tree_boosting,True,True,False,0.1306962033722211,0.8401416550785201,0.5841057756114922,-0.23733696817936775,-0.6123580329326753,-0.5996950011120431,-3.166708859548499,0,-1.1667827530502322
lightgbm_xgboost_voting,0.8461922596754058,0.9707240948813982,0.8401416550785201,0.9708378584507412,0.8386961344402221,0.9711165502505412,0.8461922596754058,0.9707240948813982,0.8976960638323193,0.9964120607540632,6.691180229187012,6.691180229187012,0.0999999999999943,0.0999999999999943,0.6173695857303181,0.931196680582189,0.619965081577926,0.9312984339403544,0.4048712715138859,0.1861520274995873,0.81962367012963,0.8511370190916684,0.1459518045271293,0.1250036228347265,0.4654456166069143,0.4148571062989439,2,voting,tree_boosting,True,True,False,0.1306962033722211,0.8401416550785201,0.5841057756114922,-0.23602382564490576,-0.5589655447621377,-0.5449893704070434,-3.646622100384686,0,-1.8061240394380467
lightgbm_xgboost_randomforest_ablation_voting,0.8451935081148564,0.967478152309613,0.8395461431425876,0.967659021972358,0.8378733588684454,0.9681089152452976,0.8451935081148564,0.967478152309613,0.897632204445679,0.9956651302082872,5.841517686843872,5.841517686843872,0.0,0.0,0.6174215776633735,0.923849667794698,0.6194864471973972,0.9240486882107992,0.5255708085066934,0.3834315244975911,0.6744901142289106,0.6955810536912879,0.1041202814814469,0.0914697961634814,0.8059782617490403,0.7842504398913033,3,voting,mixed,True,False,False,0.1281128788297704,0.8395461431425876,0.7582383990686096,-0.23681475869681878,-0.6123580329326753,-0.3491727916294941,-2.0396990380683397,0,-1.6732728926656806
xgboost_catboost_lightgbm_voting,0.8459425717852684,0.9395755305867666,0.8364141310682314,0.93847236005646,0.8372794235718556,0.9396002492941996,0.8459425717852684,0.9395755305867666,0.89634991121603,0.989606833951676,9.21343755722046,9.21343755722046,0.0,0.0,0.6035185356330072,0.8517281771211954,0.6103298766013541,0.8533974918203678,0.4064103127353877,0.2333354199986882,0.8148594458067568,0.8267945504345712,0.1436201157505726,0.137110036099816,0.4869553282052276,0.4650424669106434,3,voting,tree_boosting,True,True,False,0.10205822898822858,0.8364141310682314,0.5863261427494766,-0.23367590916424033,-0.6123580329326753,-0.3460339420969156,-3.1881621181887727,0,-3.1326722239042444
lightgbm_advancedsvm_voting,0.8421972534332085,0.9613607990012484,0.8315075457965337,0.9614828779560408,0.8318442266168561,0.96171948784135,0.8421972534332085,0.9613607990012484,0.8836594233016312,0.991666184823215,716.6257193088531,716.6257193088531,4.400000000000006,4.400000000000006,0.5906493466167391,0.908963675438085,0.5985866590577488,0.9090195959353888,0.4661024343930869,0.3044680519974891,0.7410767290410182,0.7582090500030892,0.1352369637849783,0.1279549977835904,0.6169631163735407,0.5921100213774979,2,voting,mixed,True,False,False,0.12997533215950707,0.8315075457965337,0.67244367064518,0.42483935670071926,1.7369114465711222,2.4117508032718415,1728.3226541883878,3,-704.4658829463076
xgboost_randomforest_voting,0.8454431960049937,0.9535580524344568,0.8312134562922139,0.9525517705515556,0.836173057818387,0.9541871777905382,0.8454431960049937,0.9535580524344568,0.8918430380259069,0.992744421155333,4.414135694503784,4.414135694503784,0.0,0.0,0.5881687184348153,0.8853739649772632,0.6017905359311019,0.8876708110791122,0.5930157534571501,0.4871996717818626,0.6201422043391173,0.6297135052643759,0.076931172078673,0.0727392595023685,0.8983489887217813,0.8893692936586934,2,voting,mixed,True,False,False,0.12133831425934172,0.8312134562922139,0.8555408866816626,-0.23814347867585176,-0.6123580329326753,-0.600501511608527,-2.650695156994678,0,-0.8457153595607427
xgboost_lightgbm_randomforest_linearsvm_voting,0.8399500624219726,0.962047440699126,0.8310205035732735,0.9620028111481712,0.8297678085366295,0.9621732160954416,0.8399500624219726,0.962047440699126,0.890011970040413,0.993828551809851,6.792234659194946,6.792234659194946,0.2999999999999971,0.2999999999999971,0.5908135004504358,0.9098038276589484,0.5963648769824447,0.9098748678065224,0.552543040922966,0.4324786386942995,0.6478371469829127,0.6629021985825087,0.0969005615873034,0.0919567563954834,0.8349067241801799,0.8191116275151258,4,voting,mixed,True,False,False,0.1309823075748977,0.8310205035732735,0.7971511050172707,-0.23592975619409168,-0.45218056842105453,0.06188967538485379,0.42036919819532825,0,-2.739170665663264
lightgbm_catboost_advancedsvm_voting,0.8449438202247191,0.9117353308364544,0.830481625209442,0.9080606478750762,0.8367812715695182,0.912397061837394,0.8449438202247191,0.9117353308364544,0.8876163376122203,0.9812111534659882,439.6902940273285,439.6902940273285,4.5,4.5,0.5845700080226217,0.7749646968559007,0.599442303048983,0.7814844951235349,0.4473066172191748,0.31623865857919,0.7644539819316916,0.76871537643777,0.1333468309399386,0.1365349323247799,0.589299771709074,0.5767578112785717,3,voting,mixed,True,False,False,0.07757902266563421,0.830481625209442,0.6453270384189214,0.16704597381637132,1.79030393474166,2.4573499085580313,1080.4729038219095,3,-436.4592461528367
gradientboost_randomforest_voting,0.8426966292134831,0.8931335830212235,0.8300162298013728,0.8873231242733611,0.8319927380340328,0.8925562363808022,0.8426966292134831,0.8931335830212235,0.8915479900172602,0.974564330755748,50.8315658569336,50.8315658569336,0.0,0.0,0.5857855570385182,0.7240765130160076,0.5965769075651959,0.7325691285826867,0.6014343547442251,0.5394445866134071,0.6150007401076444,0.614580584951297,0.0769584443497502,0.0804056081092905,0.906715489659524,0.9051744099817948,2,voting,mixed,True,False,False,0.057306894471988334,0.8300162298013728,0.8676863610097473,-0.19493446583754714,-0.6123580329326753,-0.5572924987702225,-28.32805035281365,0,-18.920156628102696
adaboost_gradientboost_voting,0.8436953807740325,0.8930711610486891,0.8294372375056948,0.8862495120109627,0.8340942751047198,0.8943493772410644,0.8436953807740325,0.8930711610486891,0.8920075476707406,0.9771416512290312,53.77094697952271,53.77094697952271,0.0,0.0,0.5817076753746042,0.7192951927286912,0.596136989844385,0.7314595597232387,0.6165537313695558,0.5560105271640157,0.6061267487711537,0.6048325985389824,0.0744803243073025,0.0766851071026693,0.9253126807268308,0.9254045732470724,2,voting,traditional_boosting,True,True,False,0.056812274505267935,0.8294372375056948,0.8894990106884443,-0.1921982575593598,-0.6123580329326753,-0.5545562904920351,-29.819016893208016,0,-20.09223287361406
lightgbm_advancedsvm_randomforest_voting,0.8374531835205993,0.9550561797752808,0.8288672623281003,0.9552680762324532,0.8275366746117266,0.9556454606603968,0.8374531835205993,0.9550561797752808,0.8828859702756977,0.98987597335334,510.3134775161743,510.3134775161743,1.9000000000000057,1.9000000000000057,0.5864144977759462,0.8945662765723714,0.5913090509667347,0.8946910443711096,0.5854718436071851,0.4781102167567463,0.6221730807205607,0.6336620533505289,0.0922663067834401,0.087989562330014,0.8689183774140543,0.8579215492995317,3,voting,mixed,True,False,False,0.12640081390435298,0.8288672623281003,0.8446573253522047,0.23278761507856702,0.4020992423076026,1.1348868573861695,579.1480587801387,3,-370.7274832517868
deepgbm_lightgbm_randomforest_voting,0.8309612983770287,0.9659176029962548,0.8268707177492062,0.9661707590326992,0.8248880359605589,0.96677324465632,0.8309612983770287,0.9659176029962548,0.8881728175905148,0.9944482106719263,365.10003876686096,365.10003876686096,0.5999999999999943,0.5999999999999943,0.5876386731181177,0.9205908306854288,0.5886631483584144,0.9209277337276486,0.6652653731100048,0.5539552214330603,0.5664427767369654,0.5840518611870604,0.0775831618863119,0.0730604659553701,0.9590309609042648,0.9452061120006408,3,voting,mixed,True,False,False,0.13930004128349305,0.8268707177492062,0.9597750546609499,0.09761146859099099,-0.2920031039094337,0.3056083646815573,111.57762579271355,3,-204.21867382422397
lightgbm_randomforest_voting,0.8164794007490637,0.943632958801498,0.8211668774054035,0.9451800602332516,0.8293469974006263,0.952921829889964,0.8164794007490637,0.943632958801498,0.8946349468718011,0.9934398868363624,2.16853141784668,2.16853141784668,0.0,0.0,0.5916280897113461,0.8761296677411756,0.5946065222084056,0.882345879923187,0.6384246380952651,0.5201213814034559,0.595194678494204,0.6142941635630045,0.0889128646831445,0.0799938884396537,0.9190611369749748,0.9036458524957116,2,voting,mixed,True,False,False,0.12401318282784812,0.8211668774054035,0.9210520593613701,-0.24023386462958266,-0.6123580329326753,-0.602591897562258,-1.3067394620036046,0,-0.001750939117215633
xgboost_catboost_advancedsvm_voting,0.8397003745318352,0.8933208489388265,0.8176895089011591,0.8838511677578312,0.8369332599603156,0.9002407093761301,0.8397003745318352,0.8933208489388265,0.8821462739571532,0.97660289661191,480.8495011329651,480.8495011329651,8.900000000000006,8.900000000000006,0.5471183066038708,0.7108601005297907,0.5779897909101376,0.7324564350507632,0.4475100772494003,0.3160437977921322,0.794865660914238,0.7942936729736898,0.127943060879502,0.1337464583886669,0.5406572820780072,0.5350255843701904,3,voting,mixed,True,False,False,0.06616165885667213,0.8176895089011591,0.6456205691955468,0.20536021702239363,4.139573414245458,4.8449336312678515,2329.6839196174715,3,-708.2138449810757
