model_name,dataset_type,accuracy,weighted_f1,weighted_precision,weighted_recall,roc_auc_ovr
lightgbm_catboost_naivebayes,test,0.7860174781523096,0.795558858371958,0.8095247992244141,0.7860174781523096,0.8535627920688141
lightgbm_catboost_naivebayes,train,0.8971285892634208,0.9025237851320432,0.9212995785924626,0.8971285892634208,0.9787571461881568
lightgbm_cv_ensemble,test,0.5732833957553058,0.6040481392949081,0.6960637601816166,0.5732833957553058,0.6990835425508536
lightgbm_cv_ensemble,train,0.6529962546816479,0.6780182063491819,0.7764091135202245,0.6529962546816479,0.8301356395586759
lightgbm_knn,test,0.8169787765293384,0.8020430312523924,0.8024434142796629,0.8169787765293384,0.862752609861397
lightgbm_knn,train,0.9661048689138576,0.9660504691744166,0.9660648867995444,0.9661048689138576,0.9936766683855732
lightgbm_logisticregression,test,0.7780274656679151,0.7864623402681559,0.8021259713186659,0.7780274656679151,0.8647138102514715
lightgbm_logisticregression,train,0.91167290886392,0.9154332250319616,0.9333435625873832,0.91167290886392,0.990532748384054
lightgbm_naivebayes,test,0.1927590511860174,0.1958417114544749,0.5811472489035218,0.1927590511860174,0.787350100917166
lightgbm_naivebayes,train,0.2636704119850187,0.2300777178576546,0.7910810886309817,0.2636704119850187,0.9705854963755716
lightgbm_neuralnetwork,test,0.83270911360799,0.8190449750037623,0.822296058178928,0.83270911360799,0.8800928392221654
lightgbm_neuralnetwork,train,0.9376404494382022,0.9363099082826728,0.9376913420853138,0.9376404494382022,0.9894693348444554
lightgbm_neuralnetwork_advancedsvm,test,0.8277153558052435,0.8048192202745317,0.8213869674818096,0.8277153558052435,0.8699533985726492
lightgbm_neuralnetwork_advancedsvm,train,0.8998751560549313,0.8931280322174154,0.9042870636606312,0.8998751560549313,0.9853201317287044
lightgbm_neuralnetwork_naivebayes,test,0.7543071161048689,0.7648755797488013,0.7799162478711481,0.7543071161048689,0.8163331664044405
lightgbm_neuralnetwork_naivebayes,train,0.8943820224719101,0.9011028335129848,0.922228807511628,0.8943820224719101,0.9819658340269246
lightgbm_neuralnetwork_randomforest,test,0.8337078651685393,0.8218306748748555,0.8230762448223538,0.8337078651685393,0.8797725055486629
lightgbm_neuralnetwork_randomforest,train,0.9291510611735332,0.9277063283171568,0.928749442254022,0.9291510611735332,0.9875752001186682
lightgbm_parametric,test,0.8252184769038702,0.8290095373584934,0.835167407449702,0.8252184769038702,0.8922886241577109
lightgbm_parametric,train,0.9619225967540574,0.9626940744034854,0.966711525130378,0.9619225967540574,0.9994351384592058
lightgbm_randomforest,test,0.8164794007490637,0.8211668774054035,0.8293469974006263,0.8164794007490637,0.8946349468718011
lightgbm_randomforest,train,0.943632958801498,0.9451800602332516,0.952921829889964,0.943632958801498,0.9934398868363624
lightgbm_randomforest_naivebayes,test,0.3852684144818976,0.4150353144818787,0.7384427305160822,0.3852684144818976,0.811123153222776
lightgbm_randomforest_naivebayes,train,0.4677902621722846,0.4824623217864387,0.8229768843424081,0.4677902621722846,0.9797641145076584
lightgbm_solo,test,0.8292134831460675,0.8320721511296644,0.8369389728750376,0.8292134831460675,0.8949954904433741
lightgbm_solo,train,0.9524968789013732,0.953630652164501,0.9593968363874912,0.9524968789013732,0.9953984338378236
lightgbm_xgboost_ensemble,test,0.8461922596754058,0.8401416550785201,0.8386961344402221,0.8461922596754058,0.8976960638323193
lightgbm_xgboost_ensemble,train,0.9707240948813982,0.9708378584507412,0.9711165502505412,0.9707240948813982,0.9964120607540632
logisticregression_solo,test,0.5423220973782772,0.5765303162701879,0.6872290345859832,0.5423220973782772,0.6841857171802075
logisticregression_solo,train,0.6380774032459425,0.6635129744174632,0.7884282964216114,0.6380774032459425,0.8314315534559387
mixture_of_experts,test,0.7598002496878902,0.7477415566133353,0.7415098231830805,0.7598002496878902,0.7634031367201142
mixture_of_experts,train,1.0,1.0,1.0,1.0,1.0
mixture_of_experts_lightgbm_advancedsvm,test,0.7960049937578028,0.7798204479967334,0.7777089248741424,0.7960049937578028,0.8585319205050284
mixture_of_experts_lightgbm_advancedsvm,train,0.9999375780274656,0.9999375699373004,0.9999375833268944,0.9999375780274656,0.9999998822782225
mixture_of_experts_lightgbm_linear_model,test,0.7835205992509363,0.777720248620128,0.7737596993483644,0.7835205992509363,0.8428867116934609
mixture_of_experts_lightgbm_linear_model,train,0.9934456928838952,0.993476492146734,0.9936249155653296,0.9934456928838952,0.9999977405799516
mixture_of_experts_lightgbm_naivebayes,test,0.7570536828963795,0.7631000792746276,0.7708310162350587,0.7570536828963795,0.8075498701657987
mixture_of_experts_lightgbm_naivebayes,train,0.977840199750312,0.9781316362840532,0.979608060454939,0.977840199750312,0.9998771723645532
mixture_of_experts_xgboost_advancedsvm,test,0.8027465667915106,0.7806004157912524,0.7862198290594492,0.8027465667915106,0.8502547866747605
mixture_of_experts_xgboost_advancedsvm,train,0.99250936329588,0.992467416591947,0.9925849118254224,0.99250936329588,0.9999987376209976
mixture_of_experts_xgboost_linear_model,test,0.7880149812734082,0.776102560388407,0.7714336732562891,0.7880149812734082,0.8265511029125974
mixture_of_experts_xgboost_linear_model,train,0.9988139825218476,0.998814465331596,0.9988164339872958,0.9988139825218476,0.9999938618983008
mixture_of_experts_xgboost_naivebayes,test,0.7712858926342072,0.7670560141076146,0.7641011229383198,0.7712858926342072,0.8022353918956978
mixture_of_experts_xgboost_naivebayes,train,0.9978776529338328,0.9978823028446192,0.9979022376371676,0.9978776529338328,0.9999189852368968
naivebayes_solo,test,0.1927590511860174,0.1958417114544749,0.5811472489035218,0.1927590511860174,0.500347253517116
naivebayes_solo,train,0.2636704119850187,0.2300777178576546,0.7910810886309817,0.2636704119850187,0.5794763761454292
neuralnetwork_solo,test,0.7802746566791511,0.7411557769546582,0.7635867096953095,0.7802746566791511,0.7619383170399431
neuralnetwork_solo,train,0.8270287141073658,0.7977413595304542,0.832180057200026,0.8270287141073658,0.8727604616369916
ngboost_advancedsvm,test,0.8074906367041198,0.7562910576993241,0.8340791134369709,0.8074906367041198,0.8409057222823886
ngboost_advancedsvm,train,0.8056803995006242,0.7542536216208675,0.8295738586258568,0.8056803995006242,0.9163799056989628
ngboost_advancedsvm_randomforest,test,0.813732833957553,0.7700533203426844,0.8313992612132659,0.813732833957553,0.8420382116071353
ngboost_advancedsvm_randomforest,train,0.8132334581772784,0.7688062998993027,0.8331503587301345,0.8132334581772784,0.9121139444295018
ngboost_neuralnetwork,test,0.8057428214731586,0.7611853460680204,0.8246802392347552,0.8057428214731586,0.8332204289094577
ngboost_neuralnetwork,train,0.8223470661672909,0.7832576716635854,0.8416640648585362,0.8223470661672909,0.8904387110149723
ngboost_neuralnetwork_advancedsvm,test,0.8002496878901373,0.7489109196166002,0.8252730559356622,0.8002496878901373,0.8276955376033237
ngboost_neuralnetwork_advancedsvm,train,0.8160424469413233,0.7705994268708949,0.8402782229664535,0.8160424469413233,0.9188998467296132
ngboost_neuralnetwork_naivebayes,test,0.7705368289637953,0.7523535166697649,0.7483695974222818,0.7705368289637953,0.7563669347099538
ngboost_neuralnetwork_naivebayes,train,0.8353932584269663,0.8289416890043821,0.8299334032718553,0.8353932584269663,0.8920159311095509
ngboost_neuralnetwork_randomforest,test,0.8124843945068664,0.7742434461652649,0.8227296384279114,0.8124843945068664,0.8352760164096713
ngboost_neuralnetwork_randomforest,train,0.8297128589263421,0.7975821578882828,0.843396657688124,0.8297128589263421,0.8891424782444735
ngboost_parametric,test,0.755056179775281,0.7723633492044663,0.801974117921602,0.755056179775281,0.8508785939596294
ngboost_parametric,train,0.7478152309612984,0.765782365472066,0.7989432335559302,0.7478152309612984,0.8480638181794317
ngboost_randomforest,test,0.8224719101123595,0.7889728449231505,0.8328920765375032,0.8224719101123595,0.8516065335979544
ngboost_randomforest,train,0.8176029962546817,0.7845809266876712,0.8246123180484146,0.8176029962546817,0.8566179604147024
ngboost_randomforest_naivebayes,test,0.2147315855181023,0.2300036046978689,0.6089527490321861,0.2147315855181023,0.7562321179750877
ngboost_randomforest_naivebayes,train,0.2882646691635456,0.2700527097302975,0.7896183259442711,0.2882646691635456,0.8583921438770652
ngboost_solo,test,0.8157303370786517,0.7748736232139873,0.8300532087226912,0.8157303370786517,0.852609374855233
ngboost_solo,train,0.8088639200998752,0.766006693017055,0.8237880586699975,0.8088639200998752,0.8495508487840966
ngboost_xgboost_catboost,test,0.8399500624219726,0.8170603018047653,0.8411152112835384,0.8399500624219726,0.8894117802893894
ngboost_xgboost_catboost,train,0.8724094881398252,0.8585981922119341,0.8805748108165234,0.8724094881398252,0.9672781904174425
parametric_catboost_advancedsvm_randomforest,test,0.8314606741573034,0.8067781931843581,0.8311927334367634,0.8314606741573034,0.8638518782348509
parametric_catboost_advancedsvm_randomforest,train,0.8478152309612984,0.8283059949925979,0.8520406302423319,0.8478152309612984,0.9278125214351418
parametric_lightgbm_advancedsvm_randomforest,test,0.8374531835205993,0.8288672623281003,0.8275366746117266,0.8374531835205993,0.8828859702756977
parametric_lightgbm_advancedsvm_randomforest,train,0.9550561797752808,0.9552680762324532,0.9556454606603968,0.9550561797752808,0.98987597335334
parametric_xgboost_advancedsvm_randomforest,test,0.8397003745318352,0.8176020363673434,0.8362393615643103,0.8397003745318352,0.8743308865672109
parametric_xgboost_advancedsvm_randomforest,train,0.921410736579276,0.9168164660791676,0.9255737166566832,0.921410736579276,0.9870883419921578
randomforest_knn_naivebayes,test,0.3588014981273408,0.4166307899277547,0.652164163179157,0.3588014981273408,0.6497255224418633
randomforest_knn_naivebayes,train,0.4750312109862671,0.514901235115934,0.8120730095874155,0.4750312109862671,0.8913377648108627
randomforest_logisticregression,test,0.5612983770287141,0.5937981946869105,0.7053293823525497,0.5612983770287141,0.7195892095680025
randomforest_logisticregression,train,0.6426342072409488,0.6679184990549313,0.7909129913289787,0.6426342072409488,0.8517422187904019
randomforest_naivebayes,test,0.1927590511860174,0.1958417114544749,0.5811472489035218,0.1927590511860174,0.7137908537662513
randomforest_naivebayes,train,0.2636704119850187,0.2300777178576546,0.7910810886309817,0.2636704119850187,0.830210573934252
randomforest_parametric,test,0.6549313358302122,0.6800334744205202,0.7545016215400785,0.6549313358302122,0.8028212581384264
randomforest_parametric,train,0.6567415730337078,0.6817760580582157,0.7555073409577192,0.6567415730337078,0.8202030536882557
randomforest_solo,test,0.6367041198501873,0.6637372885462488,0.7501315140663481,0.6367041198501873,0.7970454587077792
randomforest_solo,train,0.6312109862671661,0.6587619503156926,0.7511207974435894,0.6312109862671661,0.819741123250864
ridge_solo,test,0.5423220973782772,0.5765303162701879,0.6872290345859832,0.5423220973782772,0.6841857171802075
ridge_solo,train,0.6380774032459425,0.6635129744174632,0.7884282964216114,0.6380774032459425,0.8314315534559387
sgd_solo,test,0.7305867665418228,0.7248386927935654,0.7203738798210813,0.7305867665418228,0.7205548466376167
sgd_solo,train,0.7725967540574282,0.7690096437390899,0.7664266333337897,0.7725967540574282,0.8023600632867476
stacked_lightgbm_xgboost_catboost_ridge,test,0.846441947565543,0.8367642508557441,0.8375105174975443,0.846441947565543,0.8967713091844051
stacked_lightgbm_xgboost_catboost_ridge,train,0.9397003745318352,0.9386581868516064,0.9396703404065322,0.9397003745318352,0.9896276613158046
tabflex_lightgbm,test,0.834956304619226,0.8260544764212779,0.8380705437366023,0.834956304619226,0.8949954904433741
tabflex_lightgbm,train,0.9487203495630463,0.9484438075187909,0.9529384928652618,0.9487203495630463,0.9953984191226013
tabflex_solo,test,0.7350811485642946,0.622846136529942,0.5403442949746026,0.7350811485642946,0.5103406635701611
tabflex_solo,train,0.7352059925093632,0.6230128915587654,0.5405278514216779,0.7352059925093632,0.5138939967071384
tabflex_xgboost,test,0.8320848938826467,0.8039789659459589,0.8406609860080831,0.8320848938826467,0.894269867265872
tabflex_xgboost,train,0.9058364544319601,0.8935405216915504,0.9180947832102873,0.9058364544319601,0.9953492572383467
xgboost_advancedsvm_2model,test,0.8392009987515605,0.8144104775450622,0.840123029621409,0.8392009987515605,0.8753193115578588
xgboost_advancedsvm_2model,train,0.9220973782771535,0.9172416590537424,0.9273663483550244,0.9220973782771535,0.989646012926025
xgboost_advancedsvm_randomforest,test,0.8392009987515605,0.8171722676942528,0.8352739523987087,0.8392009987515605,0.8743338721766292
xgboost_advancedsvm_randomforest,train,0.9211610486891386,0.9165302033769738,0.925339602308532,0.9211610486891386,0.9869977700102768
xgboost_catboost_advancedsvm,test,0.8392009987515605,0.8165113827269704,0.8368710606732553,0.8392009987515605,0.8828657182233197
xgboost_catboost_advancedsvm,train,0.8933832709113608,0.8840751145502529,0.9002203376152719,0.8933832709113608,0.9766784113775504
xgboost_catboost_lightgbm,test,0.846441947565543,0.8367642508557441,0.8375105174975443,0.846441947565543,0.8967713091844051
xgboost_catboost_lightgbm,train,0.9397003745318352,0.9386581868516064,0.9396703404065322,0.9397003745318352,0.9896276613158046
xgboost_catboost_naivebayes,test,0.817478152309613,0.8137570358380295,0.8111636183785403,0.817478152309613,0.8456841310534775
xgboost_catboost_naivebayes,train,0.918414481897628,0.919298750435404,0.9221380292749064,0.918414481897628,0.9741194220178644
xgboost_cv_ensemble,test,0.5732833957553058,0.6040481392949081,0.6960637601816166,0.5732833957553058,0.6990835425508536
xgboost_cv_ensemble,train,0.6529962546816479,0.6780182063491819,0.7764091135202245,0.6529962546816479,0.8301356395586759
xgboost_knn,test,0.8232209737827715,0.7928473884914161,0.8228648368361657,0.8232209737827715,0.847623369321902
xgboost_knn,train,0.9171660424469412,0.9113498778440472,0.9234891256197534,0.9171660424469412,0.9917087385691076
xgboost_lightgbm_naivebayes,test,0.7965043695380774,0.8036801775227256,0.8137694411972761,0.7965043695380774,0.8582693212648465
xgboost_lightgbm_naivebayes,train,0.9367665418227216,0.9390680474884752,0.948468719097199,0.9367665418227216,0.9942238256307596
xgboost_lightgbm_randomforest_linearsvm,test,0.8399500624219726,0.8310205035732735,0.8297678085366295,0.8399500624219726,0.890011970040413
xgboost_lightgbm_randomforest_linearsvm,train,0.962047440699126,0.9620028111481712,0.9621732160954416,0.962047440699126,0.993828551809851
xgboost_logisticregression,test,0.8209737827715355,0.8130641657506619,0.8096097480582995,0.8209737827715355,0.8462346443992127
xgboost_logisticregression,train,0.9415730337078652,0.9414341238811632,0.9413231002632896,0.9415730337078652,0.9864376021346674
xgboost_naivebayes,test,0.1927590511860174,0.1958417114544749,0.5811472489035218,0.1927590511860174,0.7869929122165326
xgboost_naivebayes,train,0.2636704119850187,0.2300777178576546,0.7910810886309817,0.2636704119850187,0.9705341601297514
xgboost_neuralnetwork,test,0.8277153558052435,0.79975878761704,0.8292891303046156,0.8277153558052435,0.8703221050905049
xgboost_neuralnetwork,train,0.8888888888888888,0.8776087581053633,0.8984430959728834,0.8888888888888888,0.9867169645411072
xgboost_neuralnetwork_advancedsvm,test,0.8247191011235955,0.7922500517132884,0.8334958670418778,0.8247191011235955,0.8584536510396443
xgboost_neuralnetwork_advancedsvm,train,0.8750312109862671,0.8589263420586745,0.8884716911478723,0.8750312109862671,0.9810652850633514
xgboost_neuralnetwork_naivebayes,test,0.800749063670412,0.7925860415746387,0.7888021054938263,0.800749063670412,0.8076878863371143
xgboost_neuralnetwork_naivebayes,train,0.9284019975031212,0.9285281332008586,0.9311841766521836,0.9284019975031212,0.9781272573212508
xgboost_neuralnetwork_randomforest,test,0.8324594257178527,0.808179177417101,0.829041189013993,0.8324594257178527,0.8702413072839094
xgboost_neuralnetwork_randomforest,train,0.8918227215980025,0.8817069624270362,0.8993035888637568,0.8918227215980025,0.983844329103063
xgboost_parametric,test,0.8344569288389513,0.8362825999621534,0.8389827709498775,0.8344569288389513,0.8902928580438418
xgboost_parametric,train,0.962047440699126,0.962836417608226,0.9668435814469176,0.962047440699126,0.9995055809114544
xgboost_randomforest,test,0.8454431960049937,0.8312134562922139,0.836173057818387,0.8454431960049937,0.8918430380259069
xgboost_randomforest,train,0.9535580524344568,0.9525517705515556,0.9541871777905382,0.9535580524344568,0.992744421155333
xgboost_randomforest_naivebayes,test,0.4716604244694132,0.5234768679759891,0.7428589892730216,0.4716604244694132,0.8059899974588591
xgboost_randomforest_naivebayes,train,0.5748439450686642,0.6104692129588611,0.8349562440709128,0.5748439450686642,0.9777165618345484
xgboost_randomforest_neuralnetwork,test,0.8324594257178527,0.808179177417101,0.829041189013993,0.8324594257178527,0.8702413072839094
xgboost_randomforest_neuralnetwork,train,0.8918227215980025,0.8817069624270362,0.8993035888637568,0.8918227215980025,0.983844329103063
xgboost_solo,test,0.8471910112359551,0.8316548582626974,0.8398914333964737,0.8471910112359551,0.8942696428816292
xgboost_solo,train,0.9555555555555556,0.9543951416385926,0.9566743477788966,0.9555555555555556,0.9953492535595412
